sentence_id	sentence	sentiment	topic
471	I enjoyed this book so much that i read it in a single setting.	positive	book
472	The book was so hot it made you consider making that late night phone call or waking up the husband.	positive	book
473	Read this book and tell your friends too.	positive	book
474	I love how marie harte clearly shows that she knows how a small town function even if it is on lies and gossip.	positive	book
475	I love how sarah has to deal with all lies and gossip while trying to hold her head up, and how cullen proves that not everyone listens to back stabbers.	positive	book
476	"While the premise of the mysteries mr. freeman writes is different from sir doyle, both have captured the art of placing all the necessary clues in the hands of the reader, so when the villain is uncovered, the ""aha"" is there."	positive	book
477	Dr. thorndyke is the world's first forensic pathologist rather than a true detective but applies his analytical processes to all problems.	positive	book
478	If you need a romantic snack this will work.	neutral	book
479	But be warned everything happens at the speed of light and you only get glimpses of the world.	neutral	book
480	She does have an engaging way of writing though.	neutral	book
481	I would recommend if you are trying to tie knots.	positive	book
482	All of the common knots are in here and some more unusual.	positive	book
483	There was more sex than romance.	negative	book
484	I'm not really sure how they fell in love since they never really got to know one another.	negative	book
485	Oh and,she forgave him way too easily.	negative	book
486	As with the red/pink one of these i have, works great to protect my kindle, when not in use!	positive	book
487	Would buy again!	positive	book
488	Free or paid...this is a poorly written book the cadence of the narrative consistenly made me sleepy.	negative	book
489	I hate to leave a book unfinished and continually wondered why the average rating is four stars.	negative	book
490	I rate this book a half star.	negative	book
491	A great read so far.	positive	book
492	This is the second book in the series but the first book is not the same people.	positive	book
493	I'm off to start the 3rd book.	positive	book
494	Although the kids sat still for this, i would have liked to have more illustrations.	negative	book
495	Overall, it was an okay book.	negative	book
496	I didn't enjoy the writing.	negative	book
497	The story was decent but not compelling enough to recommend.	negative	book
498	I almost stopped reading altogether when the story finally ended.	negative	book
