sentence_id	sentence	sentiment	topic
272	They should've ended it seasons ago and just stopped while it was still good.	positive	movie
273	All in all worth the watch	positive	movie
274	But i stopped watching it a few seasons ago	positive	movie
275	Engaging upto 2 seasons then it turned out to be ridiculous tv show for me ..	neutral	movie
276	I'm a doctor and considering medically it showcased patient emotions and interactions quite well but eventually story gets messy and it's related always something personal with the characters.	neutral	movie
277	I ended watching the show after completing 3 seasons.	neutral	movie
278	This show although at first glance seems boring, developes to one of the most thrilling series i've ever seen everything from the acting and storytelling was extremely well done.	positive	movie
279	The only negatives portrayed by the show is its stretched out and unnatural scenes that in one scene can be breathtaking but in the other a overdramatic unrealistic mess.	positive	movie
280	Although it states it's based on a true story that is far from the case, while the idea is; the story is not.	positive	movie
281	Either way this show is definitely worth watching and anyone who enjoys dark shows with in-depth storytelling will find baby reindeer a thrilling end enjoyable show.	positive	movie
282	Though the science fiction is picturised with a lot of grandeur, i feel that the story did not make any sense.	negative	movie
283	It appears that the san-tis (extraterrestrials) learns what lie is from evans and hence, severing the communications with humanity, but they have already concocted a plan and embedded the sophans to alter the reality (of scientific experiments) in order to shunt the progress of human race - i don't understand this conflict.	negative	movie
284	So, i am keen to find out how the plot unwinds in the future, undoing the above conflict or would it?also, if the san-tis are present in human reality through sophons, why use old school radios and mics to communicate with evans?	negative	movie
285	Why do they have the background music so loud.	neutral	movie
286	Can't hear what the actors are saying.	neutral	movie
287	The no ice is very annoying.	neutral	movie
288	I have considered not watching since i can't hear over the loud music.	neutral	movie
289	I've been a fan of the rookie from season one, thought it was an excellent concept which a lot of people could relate to (nolan moving from rural pa to join the lapd).i think as we move into season five the characters have become more cardboard-like, particularly the new recruit, her character is barely believable.	neutral	movie
290	The whole will-they, wont-they with chen and bradford is a good angle which has developed well.	neutral	movie
291	Yet the rosiland storyline is being dragged out too much.	neutral	movie
292	Overall, its still a good watch and its own unique style, but compared to other pd dramas such as blue bloods or chicago pd, its got a lot of catching up to do.	neutral	movie
293	Its a trap	negative	movie
294	And it starts at season 3!	negative	movie
295	Don't waste your time.	negative	movie
296	Everything was good until the last season, the villain they've been built slowly from the beginning just went to the death that easily and doesn't make any sense at all.	positive	movie
297	One more daenerys's dead could be easily predicted in early or mid season i guess.	positive	movie
298	You gonna get a perfectly cooked golden steak in season 1-6 and a raw steak on the rest of the series.	positive	movie
299	Looks like the producers did their research.	positive	movie
